50 Maiores Bancos e o Consolidado do Sistema Financeiro Nacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arquivo Completo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data-base: setembro/2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Balancetes processados até: 27/11/2013
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CI;TCB;Instituições;TD;TC;Obs;Data;Cidade;UF;Ativo Total (-);Ativo;Disponibilidades;Aplicações;TVM e Instrumentos;Relações;Relações;Oper, Créd, e Arrend, Mercantil;;Coobrigações em;Outros;Outros;Imobilizado de;Permanente;Passivo;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Depósitos;Captações no;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Recursos de Aceites e Emissão de Títulos;Relações;Relações;Obrigações por;Instrumentos Financeiros;Outras Obrigações e;Patrimônio;PR nível 1;Lucro;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Receitas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Despesas de Intermediação Financeira;Resultado;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Outras Receitas/Despesas Operacionais;Resultado;Resultado não;Resultado antes;IR e;Particip,;Lucro;Nº de;Nº de;Data DLO;Índice de;Índice de ;;
58338;B-III;BOM CREDI;I;2;;201309;BOM JARDIM;RJ;2.808;2.808;341;114;0;871;0;1.160;-111;0;56;0;0;377;2.502;1.276;0;0;828;47;2.151;0;0;0;0;0;0;0;0;350;307;307;-59;127;0;2;0;0;0;0;-17;0;0;0;0;-20;92;23;44;-93;-120;-1;0;26;-7;-36;-21;-57;0;0;-59;0;0;201309;19,5;3,9;;
2996857;B-III;CREDICORES;I;2;;201309;VITORIA;ES;2.759;2.759;355;0;376;63;0;1.880;-41;0;41;1;0;84;1.808;633;0;0;905;0;1.539;0;0;0;0;139;40;0;0;90;951;951;15;214;0;7;0;0;0;0;-27;0;0;0;0;-3;191;16;18;-71;-106;-3;0;10;-42;13;0;13;0;0;15;0;0;201309;43,2;8,9;;
11212010;B-III;CCR INT SOL DE MARILENA;I;2;;201309;MARILENA;PR;2.759;2.759;15;0;0;652;0;2.026;-56;0;25;0;0;97;2.314;204;0;0;506;0;711;0;0;0;0;1.563;20;0;0;20;445;445;1;60;0;0;0;0;0;0;-7;-19;0;0;0;-7;27;4;14;-20;-29;0;0;16;-11;1;0;1;0;0;1;0;0;201309;22,8;8,8;;
5296712;B-III;COOPERASA CECMF AGUIA PARTIC;I;2;;201309;PONTA GROSSA;PR;2.753;2.753;54;0;0;0;0;2.181;-14;0;532;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;2.729;2.725;95;118;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;-23;0;0;0;0;95;0;95;0;0;95;0;0;201309;114,4;0;;
83316810;B-III;SICOOB FEDERAL PARÁ;I;2;;201309;BELEM;PA;2.725;2.725;5;0;151;162;0;1.840;-32;0;165;4;0;430;798;0;0;0;0;0;0;0;0;0;0;0;67;0;0;730;1.927;1.927;41;124;0;1;0;0;0;0;0;0;0;0;0;-6;119;73;0;-101;-44;-5;0;5;0;47;1;48;-6;0;41;0;0;201309;85,9;9,9;;
30304919;B-III;CECMS CNC SESC SENAC ADM NAC L;I;2;;201309;RIO DE JANEIRO;RJ;2.658;2.658;289;0;0;0;0;2.356;-47;0;50;0;0;11;261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;261;2.397;2.397;37;156;0;0;0;0;0;0;0;0;0;0;0;-59;97;0;0;-32;-26;-1;0;0;0;38;0;38;0;0;37;0;0;201309;115,2;0,5;;
4588258;B-III;ASCOOB PARAGUASSU;I;2;;201309;GOVERNADOR MANGABEIR;BA;2.650;2.650;38;0;927;326;0;1.282;-107;0;91;6;0;88;2.353;470;0;0;1.540;0;2.010;0;0;0;0;0;0;292;0;51;298;298;-50;137;0;11;0;0;0;0;-43;-4;0;0;0;-16;85;3;19;-88;-79;0;0;29;-20;-51;0;-51;0;0;-50;0;0;201309;12,9;21,9;;
16564240;B-III;CECM APOS PENS E IDOSOS LIG FORCA SINDICAL SICOOB COOPERNAPI;I;2;;201309;SAO PAULO;SP;2.642;2.642;21;0;896;1.226;0;461;-3;0;16;0;0;26;1.495;1.468;0;0;1;0;1.468;0;0;0;0;0;0;3;0;25;1.147;1.147;68;29;0;18;0;0;0;0;0;0;0;0;0;-2;45;0;12;0;-25;-1;0;24;-4;51;24;75;-7;0;68;0;0;201309;96,9;0,1;;
69136075;B-III;CECM SERV UNESP;I;2;;201309;RIO CLARO;SP;2.629;2.629;12;0;0;101;0;2.317;-30;0;140;0;0;90;537;0;0;0;379;0;379;0;0;0;0;0;0;81;0;78;2.092;2.092;48;112;0;0;0;0;0;0;-8;-1;0;0;0;11;114;0;0;0;-69;0;0;3;0;48;0;48;0;0;48;0;0;201309;95,3;0,4;;
31746993;B-III;CECME ESTAB.HOSP.SUL DO EST.ES;I;2;;201309;CACHOEIRO DE ITAPEMI;ES;2.624;2.624;113;114;0;0;0;2.663;-302;0;8;0;0;28;930;16;0;0;0;0;16;0;0;0;0;0;0;746;0;169;1.694;1.694;68;154;0;0;0;0;0;0;0;0;0;0;0;-28;126;1;0;-39;-30;0;0;13;-3;68;0;68;0;0;68;0;0;201309;81,6;1,7;;
64761471;B-III;CECM FUNC ANDORINHA;I;2;;201309;PRESIDENTE PRUDENTE;SP;2.602;2.602;103;0;0;587;0;1.525;-8;0;287;0;0;108;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;2.448;2.448;35;106;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;-52;-30;0;0;11;0;35;0;35;0;0;35;0;0;201309;134,4;0,7;;
11453724;B-III;CCR INT SOL DE ALTO PARANÁ;I;2;;201309;ALTO PARANA;PR;2.601;2.601;15;0;0;1.086;0;1.432;-12;0;36;0;0;44;2.173;257;0;0;811;0;1.067;0;0;0;0;1.058;22;0;0;25;427;427;10;53;0;0;0;0;0;0;-16;-13;0;0;0;1;25;5;11;-18;-18;0;0;25;-18;12;0;12;0;0;10;0;0;201309;28;3,5;;
3990888;B-III;CECM SERV PUBL MUN DE POA;I;2;;201309;PORTO ALEGRE;RS;2.579;2.579;882;0;0;0;0;1.873;-1.101;0;372;0;0;553;1.790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.790;789;789;-118;83;0;0;0;0;0;0;0;0;0;0;0;33;116;0;0;-107;-130;0;0;6;0;-115;-3;-118;0;0;-118;0;0;201309;39,7;70,1;;
5048575;B-III;CECMF DO GRUPO MAUA LTDA;I;2;;201309;SAO GONCALO;RJ;2.576;2.576;775;413;0;0;0;445;-84;0;1.025;0;0;2;783;0;0;0;0;0;0;0;0;0;0;0;0;0;0;783;1.793;1.793;21;54;0;6;0;0;0;0;0;0;0;0;0;0;60;11;0;-21;-25;-1;0;1;0;25;0;25;-5;0;21;0;0;201309;114,1;0,1;;
62605290;B-III;CC EMPR EMP GRUPPO M&G BRASIL;I;2;;201309;POCOS DE CALDAS;MG;2.571;2.571;172;586;0;0;0;1.822;-29;0;17;0;0;4;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;2.516;2.499;49;83;0;4;0;0;0;0;0;0;0;0;0;-1;86;0;0;-26;-11;0;0;2;0;51;0;51;-2;0;49;0;0;201309;148,3;0,2;;
8227676;B-III;CCMT SETOR AEROESPACIAL SJC;I;2;;201309;SAO JOSE DOS CAMPOS;SP;2.535;2.535;1;0;0;269;0;2.129;-76;0;152;0;0;60;624;0;0;0;164;0;164;0;0;0;0;0;0;362;0;98;1.911;1.911;37;151;0;0;0;0;0;0;-14;0;0;0;0;-16;121;0;0;-52;-35;0;0;4;0;38;0;38;-1;0;37;0;0;201309;95;0;;
1819799;B-III;CECM DOS SERV.MUNIC. DO SUL FL;I;2;;201309;VOLTA REDONDA;RJ;2.470;2.470;183;404;0;0;0;1.971;-100;0;8;0;0;4;308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;2.162;2.162;43;103;0;5;0;0;0;0;0;0;0;0;0;-16;92;0;0;-23;-23;0;0;1;-4;43;3;46;-2;0;43;0;0;201309;125,8;0,2;;
28244622;B-III;CECME JOLIMODE;I;2;;201309;RIO DE JANEIRO;RJ;2.464;2.464;228;547;0;0;0;1.447;-8;0;233;0;0;17;194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;194;2.270;2.270;96;170;0;8;0;0;0;0;0;0;0;0;0;0;178;0;0;-67;-10;0;0;16;-19;98;0;98;0;0;96;0;0;201309;139,4;0,8;;
8931800;B-III;CECME ALCOA PE CREDIALCOA;I;2;;201309;ITAPISSUMA;PE;2.461;2.461;1;0;0;510;0;1.643;-36;0;6;2;0;336;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;2.312;2.311;33;128;0;0;0;0;0;0;0;0;0;0;0;16;144;0;0;-51;-53;0;0;10;-9;41;-7;34;0;0;33;0;0;201309;127,6;0,7;;
1478780;B-III;CECM MÉD AVARÉ;I;2;;201309;AVARE;SP;2.449;2.449;45;0;1.377;125;0;1.130;-461;0;35;195;0;3;2.328;406;0;0;1.757;0;2.163;0;0;0;0;0;0;0;0;165;121;121;-161;85;0;22;0;0;0;0;-34;0;0;0;0;-148;-75;1;0;-38;-44;-4;0;0;0;-160;0;-160;-1;0;-161;0;0;201309;4,8;2,3;;
2910387;B-III;CECMS DO COLEGIO PEDRO II;I;2;;201309;RIO DE JANEIRO;RJ;2.388;2.388;669;0;0;0;0;1.489;-12;0;205;0;0;37;403;0;0;0;76;0;76;0;0;0;0;0;0;0;0;327;1.985;1.985;35;93;0;8;0;0;0;0;-2;0;0;0;0;-3;96;0;0;-33;-32;0;0;6;0;37;0;37;-1;0;35;0;0;201309;121,7;1,9;;
2895102;B-III;CECM SERV IBAMA;I;2;;201309;BRASILIA;DF;2.370;2.370;2;0;0;11;0;1.709;-57;0;3;2;0;699;404;0;0;0;0;0;0;0;0;0;0;0;0;354;0;50;1.966;1.966;-3;166;0;0;0;0;0;0;0;-7;0;0;0;-8;151;0;0;-43;-93;0;0;7;-26;-4;0;-4;0;0;-3;0;0;201309;93,1;2,8;;
5331882;B-III;CECM FUNC DA GKN DO BRASIL;I;2;;201309;PORTO ALEGRE;RS;2.335;2.335;327;4;0;0;0;2.012;-24;0;14;0;0;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;2.310;2.310;27;47;0;0;0;0;0;0;0;0;0;0;0;12;59;0;0;-23;-8;0;0;0;-1;27;0;27;0;0;27;0;0;201309;130,4;0,1;;
91018408;B-III;CECM FUNC DANA INDUSTRIAS;I;2;;201309;GRAVATAI;RS;2.270;2.270;71;58;0;0;0;1.927;-19;0;223;1;0;8;377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;377;1.893;1.893;35;74;0;1;0;0;0;0;0;0;0;0;0;-2;73;0;0;-25;-12;0;0;0;0;36;0;36;0;0;35;0;0;201309;100,7;0,4;;
11239236;B-III;CCR INT SOL DE IBAITI;I;2;;201309;IBAITI;PR;2.250;2.250;21;0;0;656;0;1.476;-27;0;11;0;0;111;1.769;193;0;0;420;0;614;0;0;0;0;1.133;3;0;0;20;481;481;-15;39;0;0;0;0;0;0;-7;-16;0;0;0;-6;10;3;6;-21;-25;0;0;16;-3;-14;0;-14;0;0;-15;0;0;201309;31,8;15,6;;
41219353;B-III;CCMF SEBRAE/PB E RN;I;2;;201309;JOAO PESSOA;PB;2.247;2.247;33;0;0;242;0;1.714;-29;0;5;1;0;280;428;0;0;0;277;5;282;0;0;0;0;0;0;0;0;146;1.819;1.819;43;118;0;0;0;0;0;0;-6;-1;0;0;0;0;111;13;0;-22;-59;-1;0;6;0;48;0;48;-1;-3;43;0;0;201309;102,5;2,2;;
3665505;B-III;CECMP A.ENG.ARQ.SUL FLUMINENSE;I;2;;201309;VOLTA REDONDA;RJ;2.225;2.225;98;720;0;0;0;1.453;-67;0;15;0;0;6;922;0;0;0;835;0;835;0;0;0;0;0;0;0;0;87;1.304;1.304;50;161;0;9;0;0;0;0;-19;0;0;0;0;-21;130;0;0;-16;-72;0;0;10;-1;51;0;51;0;0;50;0;0;201309;95,7;0,5;;
2039597;B-III;COOPESPE;I;2;;201309;RECIFE;PE;2.218;2.218;67;0;0;743;0;1.201;-22;0;21;1;0;207;1.010;0;0;0;916;54;969;0;0;0;0;0;0;0;0;41;1.208;1.208;-6;73;0;0;0;0;0;0;-19;0;0;0;0;-9;45;12;0;-18;-55;-1;0;17;-1;-1;0;-1;-1;-3;-6;0;0;201309;86,7;1,5;;
2447184;B-III;CECME DO COLEGIO SANTO INACIO;I;2;;201309;RIO DE JANEIRO;RJ;2.190;2.190;0;263;0;0;0;1.424;-8;0;506;0;0;6;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;302;1.888;1.888;64;93;0;1;0;0;0;0;0;0;0;0;0;3;97;0;0;0;-32;0;0;0;0;65;0;65;0;0;64;0;0;201309;106,8;0,3;;
18625152;B-III;CECM E ALCOA AL EMP SUBS POÇOS;I;2;;201309;POCOS DE CALDAS;MG;2.169;2.169;164;0;0;19;0;1.725;-14;0;113;2;0;160;313;0;0;0;0;0;0;0;0;0;0;0;0;88;0;225;1.856;1.856;46;98;0;0;0;0;0;0;0;-2;0;0;0;0;96;0;0;-22;-26;-2;0;5;-3;48;0;48;0;0;46;0;0;201309;105,1;0,3;;
2846074;B-III;CECM FUNC FUND EDUC BARRETOS;I;2;;201309;BARRETOS;SP;2.158;2.158;113;0;448;0;0;1.547;-43;0;13;0;0;79;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2.148;2.148;36;78;0;0;0;0;0;0;0;0;0;0;0;2;80;0;0;-15;-40;0;0;12;0;37;0;37;0;0;36;0;0;201309;132,8;0,1;;
7651495;B-III;CCMF PUBL POD JUD CAP CAMPINA;I;2;;201309;SAO PAULO;SP;2.152;2.152;88;0;0;458;0;1.361;-32;0;0;0;0;277;754;0;0;0;0;0;0;0;0;0;0;0;0;646;0;108;1.398;1.358;57;179;0;0;0;0;0;0;0;-34;0;0;0;-1;144;65;0;-8;-154;0;0;9;0;56;0;56;0;0;57;0;0;201309;92,3;16,8;;
41790809;B-III;CECM EMPR HELIBRAS;I;2;;201309;ITAJUBA;MG;2.150;2.150;145;0;0;0;0;2.009;-20;0;12;0;0;3;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2.134;2.134;55;92;0;0;0;0;0;0;0;0;0;0;0;1;93;0;0;-25;-15;0;0;2;-1;54;0;54;0;0;55;0;0;201309;123;0,2;;
1663367;B-III;CECM COM DEP MAT CONSTR CONTA;I;2;;201309;CONTAGEM;MG;2.143;2.143;369;0;284;0;0;1.487;-45;0;23;7;0;19;1.475;937;0;0;455;0;1.393;0;0;0;0;0;0;0;0;83;668;668;11;187;0;2;0;0;0;0;-13;0;0;0;0;-20;156;8;40;-122;-66;-4;0;1;0;13;-1;12;0;0;11;0;0;201309;38;2,9;;
34503581;B-III;UNICREF CECMF UNIMED MANAUS;I;2;;201309;MANAUS;AM;2.134;2.134;97;0;638;0;0;1.464;-112;0;35;0;0;12;275;24;0;0;0;0;24;0;0;0;0;0;0;0;0;251;1.859;1.859;32;90;0;11;0;0;0;0;0;0;0;0;0;-2;99;0;0;-37;-31;-1;0;0;0;30;0;30;0;0;32;0;0;201309;100,3;0,7;;
953908;B-III;CEC EMPR PETROBRÁS;I;2;;201309;SAO PAULO;SP;2.102;2.102;121;0;0;0;0;2.766;-1.362;0;575;0;0;2;1.758;0;0;0;1.720;0;1.720;0;0;0;0;0;0;0;0;38;344;344;-49;207;0;0;0;0;0;0;-33;0;0;0;0;-109;65;0;0;-74;-43;-1;0;4;0;-49;0;-49;0;0;-49;0;0;201309;19,2;0,7;;
5969937;B-III;CCMS MUNICIPAIS DE BEBEDOURO;I;2;;201309;BEBEDOURO;SP;2.095;2.095;45;0;0;122;0;1.899;-18;0;0;0;0;47;908;0;0;0;490;0;490;0;0;0;0;0;0;408;0;10;1.187;1.187;36;99;0;0;0;0;0;0;-12;-13;0;0;0;0;74;0;0;-15;-28;0;0;5;0;36;0;36;0;0;36;0;0;201309;70,7;0,7;;
67645887;B-III;CECM EMPR VOLKSWAGEN BRASIL;I;2;;201309;SAO BERNARDO DO CAMP;SP;2.091;2.091;8;797;0;0;0;313;-38;0;123;4;0;884;888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;888;1.204;1.204;-151;64;0;13;0;0;0;0;0;0;0;0;0;-25;52;6;0;-188;-67;-3;0;50;-1;-151;0;-151;0;0;-151;0;0;201309;66,6;71,5;;
23069867;B-III;CECM EMPR NOVELIS DO BRASIL;I;2;;201309;OURO PRETO;MG;2.059;2.059;28;0;0;554;0;1.329;-19;0;18;2;0;148;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;1.956;1.956;33;91;0;0;0;0;0;0;0;0;0;0;0;9;100;10;0;-24;-65;-1;0;13;0;33;0;33;-1;0;33;0;0;201309;140;0,8;;
8482873;B-III;CCR DO AGRESTE ALAGOANO;I;2;;201309;IGACI;AL;2.056;2.056;85;0;1.043;0;0;908;-17;0;0;0;0;37;1.586;189;0;0;372;0;561;0;0;0;0;0;0;1.000;0;25;470;470;5;63;0;18;0;0;0;0;-8;-15;0;0;0;0;58;0;0;-29;-24;0;0;0;0;5;0;5;0;0;5;0;0;201309;25,4;8;;
68314921;B-III;CECM EMPR EMPRESAS DIVERSÕES S;I;2;;201309;SAO PAULO;SP;2.030;2.030;22;0;326;44;0;1.351;-59;0;215;0;0;131;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;1.868;1.868;21;81;0;9;0;0;0;0;0;0;0;0;0;-6;84;0;0;0;-53;-1;0;0;-9;21;0;21;0;0;21;0;0;201309;115,3;0,3;;
5292849;B-III;CCM EMPR INFRAERO;I;2;;201309;GUARULHOS;SP;2.011;2.011;80;0;639;0;0;1.258;-48;0;59;0;0;24;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;1.965;1.965;30;90;0;8;0;0;0;0;0;0;0;0;0;-19;79;0;0;-22;-27;0;0;0;0;30;0;30;0;0;30;0;0;201309;111,3;0,7;;
7356021;B-III;CRESOL ALTOCREDI;I;2;;201309;ILOPOLIS;RS;1.992;1.992;71;0;144;144;0;1.590;-197;0;52;0;0;187;1.726;105;0;0;459;0;564;0;0;0;0;836;0;282;0;45;265;265;-30;36;0;1;0;0;0;0;-9;-12;0;0;0;9;25;7;0;-31;-25;0;0;3;-9;-30;0;-30;0;0;-30;0;0;201309;16,3;46,2;;
5841967;B-III;CECM FAB CALÇADOS DE SAPIRANGA;I;2;;201309;SAPIRANGA;RS;1.992;1.992;469;0;77;20;0;1.210;-241;0;159;282;0;17;1.711;466;0;0;785;0;1.251;0;0;0;0;0;0;0;0;460;281;281;101;206;0;4;0;0;0;0;-15;0;0;0;0;-24;171;39;0;-38;-50;-1;0;13;-28;106;0;106;-4;0;101;0;0;201309;19,4;6;;
5602448;B-III;CCR ASCOOB CREDIMONTE;I;2;;201309;JACOBINA;BA;1.971;1.971;114;0;237;303;0;1.156;-59;0;81;27;0;112;1.921;589;0;0;1.042;0;1.631;0;0;0;0;0;0;237;0;53;50;50;3;111;0;8;0;0;0;0;-26;-4;0;0;0;-41;48;17;16;-29;-75;0;0;23;-6;-6;10;4;0;0;3;0;0;201309;2,1;83,4;;
72952138;B-III;CECM FUNC SELENE;I;2;;201309;CERQUILHO;SP;1.924;1.924;11;0;517;101;0;1.119;-8;0;115;0;0;70;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;1.833;1.832;62;85;0;13;0;0;0;0;0;0;0;0;0;-1;97;0;0;0;-19;0;0;0;-16;62;0;62;0;0;62;0;0;201309;130;0,1;;
3606488;B-III;CECM UESB;I;2;;201309;VITORIA DA CONQUISTA;BA;1.899;1.899;33;0;669;3;0;1.205;-37;0;5;0;0;20;1.411;277;0;0;1.088;0;1.365;0;0;0;0;0;0;0;0;46;488;488;6;99;0;17;0;0;0;0;-21;0;0;0;0;-6;89;11;2;-57;-39;-6;0;4;0;4;0;4;0;0;6;0;0;201309;28,1;4,1;;
7564184;B-III;CCR SERTÃO ALAGOANO - COCREAL;I;2;;201309;PAO DE ACUCAR;AL;1.898;1.898;18;0;537;0;0;1.612;-284;0;0;0;0;16;1.382;30;0;0;412;0;443;0;0;0;0;0;0;922;0;18;516;516;-53;133;0;10;0;0;0;0;-9;-18;0;0;0;-120;-4;0;0;-35;-15;0;0;0;0;-54;0;-54;0;0;-53;0;0;201309;30,7;3;;
4152107;B-III;CECM SERV POL MIL SP REGIÃO CE;I;2;;201309;BAURU;SP;1.848;1.848;52;0;558;0;0;1.093;-38;0;81;0;0;103;405;0;0;0;272;0;272;0;0;0;0;0;0;0;0;133;1.443;1.443;75;133;0;1;0;0;0;0;-6;0;0;0;0;-39;89;0;0;-51;-58;-3;0;65;0;42;47;89;-13;0;75;0;0;201309;104,8;3,5;;
8541626;B-III;CCPEMM CABREÚVA E LOUVEIRA;I;2;;201309;CABREUVA;SP;1.843;1.843;23;0;23;1.049;0;712;-139;0;118;2;0;54;1.521;698;0;0;735;0;1.433;0;0;0;0;0;0;0;0;89;321;321;-94;75;0;0;0;0;0;0;-14;0;0;0;0;-63;-2;6;32;-83;-60;-1;0;16;-3;-95;0;-95;0;0;-94;0;0;201309;34,9;14,3;;
88183173;B-III;CECM EMPR DO GRUPO PARAMOUNT;I;2;;201309;SAPUCAIA DO SUL;RS;1.826;1.826;3;569;0;0;0;1.145;-27;0;104;1;0;31;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;1.717;1.717;34;77;0;8;0;0;0;0;0;0;0;0;0;-4;81;0;0;-28;-16;0;0;0;-1;36;0;36;-1;0;34;0;0;201309;143;1,8;;
42445122;B-III;CECME DA PUC RJ;I;2;;201309;RIO DE JANEIRO;RJ;1.824;1.824;16;142;0;0;0;1.627;-25;0;36;0;0;28;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;1.709;1.709;14;86;0;1;0;0;0;0;0;0;0;0;0;5;92;0;0;-41;-43;0;0;6;0;14;0;14;0;0;14;0;0;201309;117,3;1,6;;
977212;B-III;CC EMPR GRUPO COPERSUCAR E CTC;I;2;;201309;SAO PAULO;SP;1.779;1.779;2;0;0;414;0;1.375;-85;0;1;0;0;73;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;1.676;1.676;39;63;0;0;0;0;0;0;0;0;0;0;0;30;93;0;0;0;-61;0;0;8;0;40;0;40;0;0;39;0;0;201309;133,9;0;;
5165103;B-III;CCM FUNC CAMDA-COCREALPA;I;2;;201309;ADAMANTINA;SP;1.750;1.750;2;0;589;0;0;1.093;-12;0;24;0;0;54;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;1.615;1.615;100;70;0;0;0;0;0;0;0;0;0;0;0;-1;69;0;0;-8;-23;-1;0;35;0;72;27;99;0;0;100;0;0;201309;125;0;;
65594772;B-III;CECM EMPR GRUPO METALAC;I;2;;201309;SOROCABA;SP;1.739;1.739;14;0;0;821;0;829;-4;0;2;0;0;78;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;1.654;1.654;15;41;0;0;0;0;0;0;0;0;0;0;0;1;42;0;0;-21;-20;0;0;14;0;15;0;15;0;0;15;0;0;201309;174,7;0,2;;
43553049;B-III;CECM EMPR EATON;I;2;;201309;SAO JOSE DOS CAMPOS;SP;1.726;1.726;40;0;0;1;0;1.622;-8;0;9;0;0;63;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1.678;1.678;29;72;0;0;0;0;0;0;0;0;0;0;0;-5;67;0;0;-11;-27;0;0;0;0;29;0;29;0;0;29;0;0;201309;115,6;0;;
29460649;B-III;CECM ITARARE LTDA;I;2;;201309;RIO DE JANEIRO;RJ;1.711;1.711;841;286;0;0;0;527;-3;0;53;0;0;6;618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;618;1.092;1.092;-23;35;0;1;0;0;0;0;0;0;0;0;0;0;36;0;0;-34;-24;-1;0;0;0;-23;0;-23;0;0;-23;0;0;201309;149,6;0,6;;
67607564;B-III;CECM FUNC CORREIAS MERCÚRIO;I;2;;201309;JUNDIAI;SP;1.708;1.708;1;0;642;0;0;964;-73;0;99;0;0;75;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1.659;1.659;34;62;0;6;0;0;0;0;0;0;0;0;0;1;69;0;0;-20;-19;0;0;4;0;34;0;34;0;0;34;0;0;201309;132,6;0;;
83383042;B-III;CECME DA EMP.PROC.DADOS DO PAR;I;2;;201309;BELEM;PA;1.707;1.707;113;0;0;0;0;1.587;-11;0;0;0;0;17;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;1.586;1.586;60;113;0;0;0;0;0;0;0;0;0;0;0;-3;110;0;0;-32;-19;0;0;1;0;60;0;60;0;0;60;0;0;201309;114,9;1,1;;
11369294;B-III;CCR INT SOL DE NOVA ESPERANÇA;I;2;;201309;NOVA ESPERANCA;PR;1.675;1.675;21;0;0;625;0;966;-36;0;23;0;0;78;1.345;119;0;0;535;0;654;0;0;0;0;667;9;0;0;15;330;330;-1;50;0;0;0;0;0;0;-10;-9;0;0;0;2;33;2;12;-28;-26;0;0;14;-7;0;0;0;0;0;-1;0;0;201309;31,5;12,5;;
19551787;B-III;CECM SERV CIMENTO TUPI;I;2;;201309;CARANDAI;MG;1.622;1.622;108;0;0;169;0;1.278;-29;0;10;0;0;86;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;1.496;1.496;50;89;0;0;0;0;0;0;0;0;0;0;0;2;91;0;0;-16;-29;0;0;4;0;50;0;50;0;0;50;0;0;201309;123,4;0,2;;
17415654;B-III;CECM EMPR DIÁRIOS EMISS BH;I;2;;201309;BELO HORIZONTE;MG;1.610;1.610;44;0;448;0;0;807;-92;0;397;0;0;6;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;191;1.420;1.420;-111;54;0;1;0;0;0;0;0;0;0;0;0;-43;12;0;0;-83;-39;0;0;0;0;-110;0;-110;0;0;-111;0;0;201309;96,7;0,5;;
2723075;B-III;COOPSERJ - CCM SERV PUBL RJ;I;2;;201309;RIO DE JANEIRO;RJ;1.599;1.599;200;0;213;0;0;210;-68;0;983;6;0;56;747;10;0;0;308;0;318;0;0;0;0;0;0;0;0;429;852;852;-15;30;0;5;0;0;0;0;-5;0;0;0;0;-11;19;2;0;-99;-146;-5;0;402;-2;171;-188;-17;0;0;-15;0;0;201309;60,1;6,6;;
